name;durantion_ms;explicit;added_at;album;release_date;artist_id;audio_features.danceability;audio_features.energy;audio_features.key;audio_features.loudness;audio_features.mode;audio_features.speechiness;audio_features.acousticness;audio_features.instrumentalness;audio_features.liveness;audio_features.valence;audio_features.tempo;audio_features.type;audio_features.id;audio_features.uri;audio_features.track_href;audio_features.analysis_url;audio_features.duration_ms;audio_features.time_signature;audio_features.error.status;audio_features.error.message
Hold On;3.88955;False;2019-07-22T03:08:48Z;Distractions;2006-01-01;3m7Ej9zfNto7JOsjKsYhEr;0.71;0.296;1.0;-10.029;0.0;0.27;0.291;0.000744;0.174;0.852;205.56;audio_features;3j44BiAPCMxEiGkGf1TTIO;spotify:track:3j44BiAPCMxEiGkGf1TTIO;https://api.spotify.com/v1/tracks/3j44BiAPCMxEiGkGf1TTIO;https://api.spotify.com/v1/audio-analysis/3j44BiAPCMxEiGkGf1TTIO;233373.0;4.0;;
Pawn It All;3.168;True;2019-07-22T03:08:05Z;HERE;2016-11-04;3DiDSECUqqY1AuBP8qtaIa;0.762;0.83;10.0;-3.943;0.0;0.207;0.0237;0.0126;0.117;0.618;91.044;audio_features;1jFFhbn3IZLP5buAertmU6;spotify:track:1jFFhbn3IZLP5buAertmU6;https://api.spotify.com/v1/tracks/1jFFhbn3IZLP5buAertmU6;https://api.spotify.com/v1/audio-analysis/1jFFhbn3IZLP5buAertmU6;190080.0;4.0;;
Illusion Of Bliss;5.39555;False;2019-07-22T03:08:01Z;HERE;2016-11-04;3DiDSECUqqY1AuBP8qtaIa;0.475;0.356;3.0;-8.428;0.0;0.0514;0.128;0.00386;0.0949;0.339;37.431;audio_features;3CMnKJNcZBtELH6nyLqkKg;spotify:track:3CMnKJNcZBtELH6nyLqkKg;https://api.spotify.com/v1/tracks/3CMnKJNcZBtELH6nyLqkKg;https://api.spotify.com/v1/audio-analysis/3CMnKJNcZBtELH6nyLqkKg;323733.0;4.0;;
I Fall In Love Too Easily - Vocal Version;3.3573333333333335;False;2019-07-22T03:04:24Z;Chet Baker Sings;1956;3rxeQlsv0Sc2nyYaZ5W71T;0.532;0.0657;0.0;-19.136;0.0;0.0406;0.94;0.00488;0.0946;0.292;128.607;audio_features;0F845nujLVqCb0XMZCh5Pc;spotify:track:0F845nujLVqCb0XMZCh5Pc;https://api.spotify.com/v1/tracks/0F845nujLVqCb0XMZCh5Pc;https://api.spotify.com/v1/audio-analysis/0F845nujLVqCb0XMZCh5Pc;201440.0;4.0;;
Little Lights;4.701766666666667;False;2019-07-22T01:51:26Z;The Phosphorescent Blues;2015-01-23;4gFssfOmWNY3LfIZ3zyoy4;0.259;0.29;2.0;-11.08;1.0;0.043;0.788;0.000313;0.127;0.426;198.801;audio_features;2DnsARJoPtpYR4es2j7kBQ;spotify:track:2DnsARJoPtpYR4es2j7kBQ;https://api.spotify.com/v1/tracks/2DnsARJoPtpYR4es2j7kBQ;https://api.spotify.com/v1/audio-analysis/2DnsARJoPtpYR4es2j7kBQ;282107.0;3.0;;
I Blew It Off;3.1086666666666667;False;2019-07-22T01:49:37Z;The Phosphorescent Blues;2015-01-23;4gFssfOmWNY3LfIZ3zyoy4;0.833;0.536;7.0;-9.042;1.0;0.037;0.599;0.000847;0.107;0.695;121.054;audio_features;3P5aoR3zhCPJima7HpbssW;spotify:track:3P5aoR3zhCPJima7HpbssW;https://api.spotify.com/v1/tracks/3P5aoR3zhCPJima7HpbssW;https://api.spotify.com/v1/audio-analysis/3P5aoR3zhCPJima7HpbssW;186520.0;4.0;;
Julep;5.44155;False;2019-07-22T01:49:31Z;The Phosphorescent Blues;2015-01-23;4gFssfOmWNY3LfIZ3zyoy4;0.675;0.219;11.0;-13.546;0.0;0.0311;0.897;0.103;0.0979;0.313;105.921;audio_features;5a4ZTEMp6wULHTEzJclKxt;spotify:track:5a4ZTEMp6wULHTEzJclKxt;https://api.spotify.com/v1/tracks/5a4ZTEMp6wULHTEzJclKxt;https://api.spotify.com/v1/audio-analysis/5a4ZTEMp6wULHTEzJclKxt;326493.0;4.0;;
Rehab;4.185333333333333;False;2019-07-22T01:47:13Z;Great Expectation;2010-09-20;1v1OQb42mLMk1qT3wyiNEu;0.809;0.689;2.0;-5.907;1.0;0.0365;0.451;0.0259;0.0917;0.731;129.985;audio_features;3hGt2mfEDPYRdaX6w1oLzs;spotify:track:3hGt2mfEDPYRdaX6w1oLzs;https://api.spotify.com/v1/tracks/3hGt2mfEDPYRdaX6w1oLzs;https://api.spotify.com/v1/audio-analysis/3hGt2mfEDPYRdaX6w1oLzs;251120.0;4.0;;
He Can Only Hold Her;2.7733333333333334;False;2019-07-22T01:46:46Z;Back To Black (Deluxe Edition);2006;6Q192DXotxtaysaqNPy5yR;0.626;0.504;11.0;-14.978;1.0;0.073;0.021;0.00843;0.0684;0.713;98.391;audio_features;3eVo0wD4kGwF3gshtecZso;spotify:track:3eVo0wD4kGwF3gshtecZso;https://api.spotify.com/v1/tracks/3eVo0wD4kGwF3gshtecZso;https://api.spotify.com/v1/audio-analysis/3eVo0wD4kGwF3gshtecZso;166400.0;4.0;;
Back To Black;4.02155;True;2019-07-22T01:45:50Z;Back To Black (Deluxe Edition);2006;6Q192DXotxtaysaqNPy5yR;0.403;0.422;7.0;-13.964;0.0;0.0373;0.134;2.05e-05;0.0861;0.378;122.728;audio_features;3FAclTFfvUuQYnEsptbK8w;spotify:track:3FAclTFfvUuQYnEsptbK8w;https://api.spotify.com/v1/tracks/3FAclTFfvUuQYnEsptbK8w;https://api.spotify.com/v1/audio-analysis/3FAclTFfvUuQYnEsptbK8w;241293.0;4.0;;
You Know I'm No Good;4.286433333333333;False;2019-07-22T01:45:45Z;Back To Black (Deluxe Edition);2006;6Q192DXotxtaysaqNPy5yR;0.694;0.496;9.0;-14.222;1.0;0.0329;0.0139;0.00356;0.0644;0.799;103.372;audio_features;0DMRKqrpd0QO4RWiEdMib0;spotify:track:0DMRKqrpd0QO4RWiEdMib0;https://api.spotify.com/v1/tracks/0DMRKqrpd0QO4RWiEdMib0;https://api.spotify.com/v1/audio-analysis/0DMRKqrpd0QO4RWiEdMib0;257187.0;4.0;;
Intro / Stronger Than Me;3.9017666666666666;False;2019-07-22T01:45:12Z;Frank;2003;6Q192DXotxtaysaqNPy5yR;0.875;0.481;9.0;-5.088;0.0;0.0451;0.0574;0.000453;0.0916;0.716;91.474;audio_features;2qPwYT63eEx3JNWdVE6bb0;spotify:track:2qPwYT63eEx3JNWdVE6bb0;https://api.spotify.com/v1/tracks/2qPwYT63eEx3JNWdVE6bb0;https://api.spotify.com/v1/audio-analysis/2qPwYT63eEx3JNWdVE6bb0;234107.0;4.0;;
Turnin' Me Up;4.4862166666666665;False;2019-07-21T21:51:58Z;In My Mind;2016-02-19;07d5etnpjriczFBB8pxmRe;0.722;0.789;9.0;-4.364;1.0;0.0967;0.0372;0.142;0.0551;0.819;78.504;audio_features;0FZTAm6OyJoAzAtLAsH0f9;spotify:track:0FZTAm6OyJoAzAtLAsH0f9;https://api.spotify.com/v1/tracks/0FZTAm6OyJoAzAtLAsH0f9;https://api.spotify.com/v1/audio-analysis/0FZTAm6OyJoAzAtLAsH0f9;269173.0;4.0;;
You're The Reason Why;3.2981;False;2019-07-21T21:50:18Z;The Long Way Home;2018-08-24;1evO4fwLsEkkPGq32dCix7;0.935;0.344;4.0;-5.074;1.0;0.0638;0.164;0.000179;0.108;0.526;97.976;audio_features;5PewbM9eJB1XcSEsCVOz4M;spotify:track:5PewbM9eJB1XcSEsCVOz4M;https://api.spotify.com/v1/tracks/5PewbM9eJB1XcSEsCVOz4M;https://api.spotify.com/v1/audio-analysis/5PewbM9eJB1XcSEsCVOz4M;197886.0;4.0;;
Morning in America;3.85415;False;2019-07-21T16:04:36Z;American Love Call;2019-03-01;6TVVIyd0fsRDGg6WzHKyTP;0.811;0.713;9.0;-5.85;0.0;0.0324;0.322;0.00145;0.064;0.922;89.968;audio_features;4FAWqHL0FZ3DZ8pMISLc98;spotify:track:4FAWqHL0FZ3DZ8pMISLc98;https://api.spotify.com/v1/tracks/4FAWqHL0FZ3DZ8pMISLc98;https://api.spotify.com/v1/audio-analysis/4FAWqHL0FZ3DZ8pMISLc98;231250.0;4.0;;
Alright;3.3466666666666667;False;2019-07-21T15:02:23Z;Get Lifted;2005-12-06;5y2Xq6xcjJb2jVM54GHK3t;0.546;0.721;2.0;-8.199;1.0;0.225;0.519;0.0;0.476;0.583;159.557;audio_features;5vPVxHRFg8cUwRr8j7yqXf;spotify:track:5vPVxHRFg8cUwRr8j7yqXf;https://api.spotify.com/v1/tracks/5vPVxHRFg8cUwRr8j7yqXf;https://api.spotify.com/v1/audio-analysis/5vPVxHRFg8cUwRr8j7yqXf;200800.0;4.0;;
Hard Times (feat. Black Thought);5.2697666666666665;False;2019-07-21T14:54:18Z;Wake Up!;2010-09-17;5y2Xq6xcjJb2jVM54GHK3t,78xUyw6FkVZrRAtziFdtdu,6DJEUXZm0e2rAohdoZ5Voo;0.594;0.901;11.0;-5.379;0.0;0.136;0.0472;0.0;0.802;0.421;100.386;audio_features;6Ty9r1U9uSSGg4MQ2SVeRq;spotify:track:6Ty9r1U9uSSGg4MQ2SVeRq;https://api.spotify.com/v1/tracks/6Ty9r1U9uSSGg4MQ2SVeRq;https://api.spotify.com/v1/audio-analysis/6Ty9r1U9uSSGg4MQ2SVeRq;316187.0;4.0;;
Finesse;3.183333333333333;False;2019-07-21T14:41:13Z;24K Magic;2016-11-17;0du5cEVh5yTK9QJze8zA0C;0.741;0.798;5.0;-5.342;0.0;0.0718;0.00781;0.0;0.0232;0.939;104.953;audio_features;5XMkENs3GfeRza8MfVAhjK;spotify:track:5XMkENs3GfeRza8MfVAhjK;https://api.spotify.com/v1/tracks/5XMkENs3GfeRza8MfVAhjK;https://api.spotify.com/v1/audio-analysis/5XMkENs3GfeRza8MfVAhjK;191000.0;4.0;;
Gnossienne: No. 1;3.5688833333333334;False;2019-07-21T04:25:54Z;Satie: Avant-dernières pensées (Bonus Track Version);2009-01-20;459INk8vcC0ebEef82WjIK,5HG9Eg7Ik8ZuNtMyGYTxLG;0.424;0.00798;5.0;-28.345;0.0;0.0496;0.996;0.925;0.0983;0.0794;124.166;audio_features;4820SC1xnUaabzzYQTDkP2;spotify:track:4820SC1xnUaabzzYQTDkP2;https://api.spotify.com/v1/tracks/4820SC1xnUaabzzYQTDkP2;https://api.spotify.com/v1/audio-analysis/4820SC1xnUaabzzYQTDkP2;214133.0;3.0;;
Virtual Insanity - Remastered;5.681766666666666;False;2019-07-21T04:21:59Z;Travelling Without Moving;1996-09-09;6J7biCazzYhU3gM9j1wfid;0.618;0.893;6.0;-6.475;1.0;0.109;0.171;3.17e-05;0.285;0.515;91.972;audio_features;6zZmwY5qasaw7QtobXKpZs;spotify:track:6zZmwY5qasaw7QtobXKpZs;https://api.spotify.com/v1/tracks/6zZmwY5qasaw7QtobXKpZs;https://api.spotify.com/v1/audio-analysis/6zZmwY5qasaw7QtobXKpZs;340907.0;4.0;;
Space Cowboy - Remastered;6.44955;False;2019-07-21T04:21:27Z;The Return of the Space Cowboy;1994-10-17;6J7biCazzYhU3gM9j1wfid;0.65;0.741;10.0;-8.368;0.0;0.118;0.155;0.404;0.175;0.751;110.179;audio_features;6K53GM9W6Vle5KBwGFVnZM;spotify:track:6K53GM9W6Vle5KBwGFVnZM;https://api.spotify.com/v1/tracks/6K53GM9W6Vle5KBwGFVnZM;https://api.spotify.com/v1/audio-analysis/6K53GM9W6Vle5KBwGFVnZM;386973.0;4.0;;
Mr Moon - Remastered;5.489766666666666;False;2019-07-21T04:21:24Z;The Return of the Space Cowboy;1994-10-17;6J7biCazzYhU3gM9j1wfid;0.753;0.846;1.0;-10.234;1.0;0.0601;0.202;0.037;0.0898;0.689;118.182;audio_features;2k3MqTGANsyR1knJbR4kIg;spotify:track:2k3MqTGANsyR1knJbR4kIg;https://api.spotify.com/v1/tracks/2k3MqTGANsyR1knJbR4kIg;https://api.spotify.com/v1/audio-analysis/2k3MqTGANsyR1knJbR4kIg;329387.0;4.0;;
When You Gonna Learn? - Remastered;3.834216666666667;False;2019-07-21T04:21:04Z;Emergency on Planet Earth;1993-06-14;6J7biCazzYhU3gM9j1wfid;0.651;0.925;5.0;-3.389;0.0;0.053;0.12;0.0;0.057;0.658;106.286;audio_features;09jscLcwa4usINbtfzo5FL;spotify:track:09jscLcwa4usINbtfzo5FL;https://api.spotify.com/v1/tracks/09jscLcwa4usINbtfzo5FL;https://api.spotify.com/v1/audio-analysis/09jscLcwa4usINbtfzo5FL;230053.0;4.0;;
Saturday Nite;4.034433333333333;False;2019-07-21T04:20:29Z;Spirit;1976-09;4QQgXkCYTt3BlENzhyNETg;0.663;0.729;4.0;-10.704;1.0;0.0556;0.117;0.0138;0.672;0.963;106.213;audio_features;1XCt27nKEY66dBkvBWBmnV;spotify:track:1XCt27nKEY66dBkvBWBmnV;https://api.spotify.com/v1/tracks/1XCt27nKEY66dBkvBWBmnV;https://api.spotify.com/v1/audio-analysis/1XCt27nKEY66dBkvBWBmnV;242067.0;4.0;;
Cantaloupe Woman;5.564;False;2019-07-21T04:16:56Z;Essential Blue Note;2009-06-16;6dAtGAnHCQ1ujMUZ9Ep82k;0.761;0.66;9.0;-11.643;0.0;0.0359;0.804;0.869;0.0897;0.883;136.102;audio_features;3S8l2FNCij3fC5JeUKxS8l;spotify:track:3S8l2FNCij3fC5JeUKxS8l;https://api.spotify.com/v1/tracks/3S8l2FNCij3fC5JeUKxS8l;https://api.spotify.com/v1/audio-analysis/3S8l2FNCij3fC5JeUKxS8l;333840.0;4.0;;
Heaven Help;3.1866666666666665;False;2019-07-21T04:14:59Z;Are You Gonna Go My Way;1993-03-09;5gznATMVO85ZcLTkE9ULU7;0.557;0.297;6.0;-12.472;0.0;0.0421;0.676;0.131;0.0794;0.234;172.191;audio_features;0uHbPoDjquncfYsLt00Aj2;spotify:track:0uHbPoDjquncfYsLt00Aj2;https://api.spotify.com/v1/tracks/0uHbPoDjquncfYsLt00Aj2;https://api.spotify.com/v1/audio-analysis/0uHbPoDjquncfYsLt00Aj2;191200.0;4.0;;
It Ain't Over 'Til It's Over;4.044;False;2019-07-21T04:14:18Z;Mama Said;1991-04-02;5gznATMVO85ZcLTkE9ULU7;0.679;0.568;6.0;-10.74;1.0;0.0423;0.422;0.00948;0.322;0.93;159.689;audio_features;6VnpKLtfNH4Dk09YSGPSyR;spotify:track:6VnpKLtfNH4Dk09YSGPSyR;https://api.spotify.com/v1/tracks/6VnpKLtfNH4Dk09YSGPSyR;https://api.spotify.com/v1/audio-analysis/6VnpKLtfNH4Dk09YSGPSyR;242640.0;4.0;;
Eva;4.635566666666667;False;2019-07-21T04:12:52Z;Heritage;2016-06-24;70wm2qxYZ4i2KqcyyH2GyT,4oPzQ9oBfRuRLvyN86Oqbz;0.767;0.501;2.0;-12.069;1.0;0.0602;0.863;6.62e-06;0.365;0.702;92.974;audio_features;5bp0vO4jTV03rcVkT8mOk0;spotify:track:5bp0vO4jTV03rcVkT8mOk0;https://api.spotify.com/v1/tracks/5bp0vO4jTV03rcVkT8mOk0;https://api.spotify.com/v1/audio-analysis/5bp0vO4jTV03rcVkT8mOk0;278134.0;4.0;;
War;3.3377666666666665;False;2019-07-21T03:32:30Z;War And Peace;1970-01-01;1B8AXU6gIIafpyLEpbcv1u;0.59;0.671;1.0;-12.484;1.0;0.154;0.0939;0.0;0.248;0.736;109.333;audio_features;4ZEEcEMGjkWOfZNBcIB9yE;spotify:track:4ZEEcEMGjkWOfZNBcIB9yE;https://api.spotify.com/v1/tracks/4ZEEcEMGjkWOfZNBcIB9yE;https://api.spotify.com/v1/audio-analysis/4ZEEcEMGjkWOfZNBcIB9yE;200267.0;4.0;;
Crying Shame;3.8660833333333335;False;2019-07-20T23:16:38Z;Half Mile Harvest;2018-10-26;2nTjd2lNo1GVEfXM3bCnsh;0.903;0.332;9.0;-9.471;1.0;0.0385;0.332;0.00297;0.122;0.402;100.404;audio_features;7vwzFVGdBhaFEjEZkqhjOH;spotify:track:7vwzFVGdBhaFEjEZkqhjOH;https://api.spotify.com/v1/tracks/7vwzFVGdBhaFEjEZkqhjOH;https://api.spotify.com/v1/audio-analysis/7vwzFVGdBhaFEjEZkqhjOH;231965.0;3.0;;
Forget You;3.7122166666666665;False;2019-07-20T16:28:44Z;The Lady Killer;2010-11-09;5nLYd9ST4Cnwy6NHaCxbj8;0.696;0.875;0.0;-3.682;1.0;0.0649;0.134;0.0;0.159;0.772;127.39;audio_features;5r4W46wfKnZtxHS37mI6uU;spotify:track:5r4W46wfKnZtxHS37mI6uU;https://api.spotify.com/v1/tracks/5r4W46wfKnZtxHS37mI6uU;https://api.spotify.com/v1/audio-analysis/5r4W46wfKnZtxHS37mI6uU;222733.0;4.0;;
Crazy;2.9577666666666667;False;2019-07-20T16:26:04Z;St. Elsewhere;2006-04-24;5SbkVQYYzlw1kte75QIabH;0.855;0.587;8.0;-4.589;1.0;0.0336;0.0505;0.00714;0.105;0.64;111.97;audio_features;1vxw6aYJls2oq3gW0DujAo;spotify:track:1vxw6aYJls2oq3gW0DujAo;https://api.spotify.com/v1/tracks/1vxw6aYJls2oq3gW0DujAo;https://api.spotify.com/v1/audio-analysis/1vxw6aYJls2oq3gW0DujAo;177466.0;4.0;;
Running On Faith;5.5651;False;2019-07-20T15:14:40Z;Journeyman;1989-11-07;6PAt558ZEZl0DmdXlnjMgD;0.623;0.437;7.0;-12.069;1.0;0.0239;0.615;0.00157;0.295;0.472;136.256;audio_features;5CokBYNoyT3GNfbNFZVbaO;spotify:track:5CokBYNoyT3GNfbNFZVbaO;https://api.spotify.com/v1/tracks/5CokBYNoyT3GNfbNFZVbaO;https://api.spotify.com/v1/audio-analysis/5CokBYNoyT3GNfbNFZVbaO;333907.0;4.0;;
Forever Man - 1999 Remaster;3.1926666666666668;False;2019-07-20T15:14:23Z;Behind the Sun;1985-03-11;6PAt558ZEZl0DmdXlnjMgD;0.649;0.898;2.0;-6.018;0.0;0.0428;0.207;0.0103;0.193;0.797;111.151;audio_features;6d4uxTsF44xXW6KWnp5pJh;spotify:track:6d4uxTsF44xXW6KWnp5pJh;https://api.spotify.com/v1/tracks/6d4uxTsF44xXW6KWnp5pJh;https://api.spotify.com/v1/audio-analysis/6d4uxTsF44xXW6KWnp5pJh;191560.0;4.0;;
Give Me Strength;2.8644333333333334;False;2019-07-20T15:12:36Z;461 Ocean Boulevard;1974-07-01;6PAt558ZEZl0DmdXlnjMgD;0.566;0.0993;4.0;-23.131;1.0;0.0335;0.771;0.0653;0.106;0.32;137.809;audio_features;5v23zqATC3zspzQUbLW2CH;spotify:track:5v23zqATC3zspzQUbLW2CH;https://api.spotify.com/v1/tracks/5v23zqATC3zspzQUbLW2CH;https://api.spotify.com/v1/audio-analysis/5v23zqATC3zspzQUbLW2CH;171867.0;4.0;;
I Shot The Sheriff;4.392883333333334;False;2019-07-20T15:10:43Z;461 Ocean Boulevard;1974-07-01;6PAt558ZEZl0DmdXlnjMgD;0.719;0.523;7.0;-15.483;1.0;0.0492;0.0934;0.00412;0.111;0.668;94.465;audio_features;3PbJjso7KugjaEA8nkUPfk;spotify:track:3PbJjso7KugjaEA8nkUPfk;https://api.spotify.com/v1/tracks/3PbJjso7KugjaEA8nkUPfk;https://api.spotify.com/v1/audio-analysis/3PbJjso7KugjaEA8nkUPfk;263573.0;4.0;;
Dillalude #2;9.1811;False;2019-07-20T13:19:20Z;Black Radio Recovered: The Remix EP;2012-01-01;5cM1PvItlR21WUyBnsdMcn;0.556;0.416;6.0;-5.526;1.0;0.0291;0.0547;0.495;0.0961;0.448;89.74;audio_features;2H7YDEf9NIMj4pocxVQQ0Q;spotify:track:2H7YDEf9NIMj4pocxVQQ0Q;https://api.spotify.com/v1/tracks/2H7YDEf9NIMj4pocxVQQ0Q;https://api.spotify.com/v1/audio-analysis/2H7YDEf9NIMj4pocxVQQ0Q;550867.0;4.0;;
Twice;9.369333333333334;False;2019-07-20T13:19:13Z;Black Radio Recovered: The Remix EP;2012-01-01;5cM1PvItlR21WUyBnsdMcn,2auiVi8sUZo17dLy1HwrTU,78xUyw6FkVZrRAtziFdtdu,1h2OVSKRdJHnVqyCKqCLkf;0.541;0.457;0.0;-7.717;0.0;0.0361;0.163;0.1;0.0936;0.144;86.309;audio_features;0kLj7mr5DcHRxPkGgtrB7W;spotify:track:0kLj7mr5DcHRxPkGgtrB7W;https://api.spotify.com/v1/tracks/0kLj7mr5DcHRxPkGgtrB7W;https://api.spotify.com/v1/audio-analysis/0kLj7mr5DcHRxPkGgtrB7W;562160.0;4.0;;
Black Radio;4.857766666666667;False;2019-07-20T13:19:10Z;Black Radio Recovered: The Remix EP;2012-01-01;5cM1PvItlR21WUyBnsdMcn,6r2niOTnexy9xss5g8GWXH,3BeQqzKdlARoOd6y30kCO2;0.543;0.736;10.0;-7.411;0.0;0.155;0.0254;3.13e-05;0.383;0.4;104.503;audio_features;5YHA1NZtPFhEaWa1W1O38N;spotify:track:5YHA1NZtPFhEaWa1W1O38N;https://api.spotify.com/v1/tracks/5YHA1NZtPFhEaWa1W1O38N;https://api.spotify.com/v1/audio-analysis/5YHA1NZtPFhEaWa1W1O38N;291467.0;4.0;;
ManWomanBoogie;3.0937666666666668;True;2019-07-19T20:00:53Z;The Renaissance;2008-11-04;3ZotbHeyVQKxQCPDJuQ4SU,5bMjMdX8b8UECZgNJ965yW;0.846;0.832;4.0;-6.552;0.0;0.0618;0.000756;0.000706;0.258;0.693;109.798;audio_features;7oXgQJxQS6MP96pF7DVCgv;spotify:track:7oXgQJxQS6MP96pF7DVCgv;https://api.spotify.com/v1/tracks/7oXgQJxQS6MP96pF7DVCgv;https://api.spotify.com/v1/audio-analysis/7oXgQJxQS6MP96pF7DVCgv;185627.0;4.0;;
'Til I Met Thee;4.475766666666667;False;2019-07-19T19:34:02Z;Landing On a Hundred;2012-10-29;3sO8muEXafy2NGwUZByrTr;0.6;0.653;8.0;-5.119;0.0;0.106;0.0536;0.0;0.0721;0.777;96.472;audio_features;6CXsMGN2wzT3zTS5yiYU6t;spotify:track:6CXsMGN2wzT3zTS5yiYU6t;https://api.spotify.com/v1/tracks/6CXsMGN2wzT3zTS5yiYU6t;https://api.spotify.com/v1/audio-analysis/6CXsMGN2wzT3zTS5yiYU6t;268547.0;4.0;;
Blak and Blu;4.10755;False;2019-07-19T18:38:19Z;Blak and Blu;2012-10-22;01aC2ikO4Xgb2LUpf9JfKp;0.713;0.668;6.0;-4.816;1.0;0.0447;0.00724;0.0158;0.0898;0.639;97.986;audio_features;5hFAAY4x6EFPtHO6wKVDHU;spotify:track:5hFAAY4x6EFPtHO6wKVDHU;https://api.spotify.com/v1/tracks/5hFAAY4x6EFPtHO6wKVDHU;https://api.spotify.com/v1/audio-analysis/5hFAAY4x6EFPtHO6wKVDHU;246453.0;4.0;;
My Cherie Amour;2.8884333333333334;False;2019-07-19T02:34:21Z;My Cherie Amour;1969-08-01;7guDJrEfX3qb6FEbdPA5qi;0.574;0.507;6.0;-11.343;1.0;0.0258;0.228;4.57e-06;0.279;0.514;101.085;audio_features;5ZoDwIP1ntHwciLjydJ8X2;spotify:track:5ZoDwIP1ntHwciLjydJ8X2;https://api.spotify.com/v1/tracks/5ZoDwIP1ntHwciLjydJ8X2;https://api.spotify.com/v1/audio-analysis/5ZoDwIP1ntHwciLjydJ8X2;173307.0;4.0;;
What's Going On;3.9411;False;2019-07-19T02:33:45Z;What's Going On;1971-01-01;3koiLjNrgRTNbOwViDipeA;0.433;0.733;1.0;-9.244;0.0;0.0491;0.307;0.000144;0.0827;0.742;102.662;audio_features;4RNHbYuRaZesMODlihhsUG;spotify:track:4RNHbYuRaZesMODlihhsUG;https://api.spotify.com/v1/tracks/4RNHbYuRaZesMODlihhsUG;https://api.spotify.com/v1/audio-analysis/4RNHbYuRaZesMODlihhsUG;236467.0;4.0;;
Inner City Blues (Make Me Wanna Holler);5.466;False;2019-07-19T02:33:40Z;What's Going On;1971-01-01;3koiLjNrgRTNbOwViDipeA;0.643;0.522;8.0;-11.694;0.0;0.0337;0.832;0.17;0.148;0.621;94.09;audio_features;5env0VE4xNW0NX6YnUxxfh;spotify:track:5env0VE4xNW0NX6YnUxxfh;https://api.spotify.com/v1/tracks/5env0VE4xNW0NX6YnUxxfh;https://api.spotify.com/v1/audio-analysis/5env0VE4xNW0NX6YnUxxfh;327960.0;4.0;;
This Old Heart Of Mine (Is Weak For You);2.8788833333333335;False;2019-07-19T02:33:02Z;This Old Heart Of Mine;1966;53QzNeFpzAaXYnrDBbDrIp;0.632;0.59;5.0;-10.206;1.0;0.0305;0.346;0.0;0.24;0.953;130.287;audio_features;5c33j1xFVOL4G24zxYhssB;spotify:track:5c33j1xFVOL4G24zxYhssB;https://api.spotify.com/v1/tracks/5c33j1xFVOL4G24zxYhssB;https://api.spotify.com/v1/audio-analysis/5c33j1xFVOL4G24zxYhssB;172733.0;4.0;;
Sexual Healing;3.9766666666666666;False;2019-07-19T02:29:08Z;Midnight Love;1982-10-01;3koiLjNrgRTNbOwViDipeA;0.805;0.601;0.0;-9.7;0.0;0.0579;0.119;0.000129;0.0581;0.746;94.382;audio_features;3VZmChrnVW8JK6ano4gSED;spotify:track:3VZmChrnVW8JK6ano4gSED;https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED;https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED;238600.0;4.0;;
Rockin' After Midnight;6.059333333333333;False;2019-07-19T02:29:04Z;Midnight Love;1982-10-01;3koiLjNrgRTNbOwViDipeA;0.789;0.721;3.0;-7.55;0.0;0.0376;0.158;2.65e-05;0.132;0.616;125.193;audio_features;3rfhIm1apTxpYzZvIgQjL8;spotify:track:3rfhIm1apTxpYzZvIgQjL8;https://api.spotify.com/v1/tracks/3rfhIm1apTxpYzZvIgQjL8;https://api.spotify.com/v1/audio-analysis/3rfhIm1apTxpYzZvIgQjL8;363560.0;4.0;;
Ain't No Mountain High Enough;2.5277666666666665;False;2019-07-19T02:28:47Z;United;1967-08-29;3koiLjNrgRTNbOwViDipeA,75jNCko3SnEMI5gwGqrbb8;0.663;0.6;7.0;-10.87;1.0;0.032;0.43;0.0;0.184;0.8;129.991;audio_features;7tqhbajSfrz2F7E1Z75ASX;spotify:track:7tqhbajSfrz2F7E1Z75ASX;https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX;https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX;151667.0;4.0;;
Easy;4.273766666666667;False;2019-07-19T02:22:23Z;Commodores;1977-01-01;6twIAGnYuIT1pncMAsXnEm;0.589;0.384;10.0;-15.075;0.0;0.0332;0.112;2.8e-05;0.0596;0.354;132.909;audio_features;1JQ6Xm1JrvHfvAqhl5pwaA;spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA;https://api.spotify.com/v1/tracks/1JQ6Xm1JrvHfvAqhl5pwaA;https://api.spotify.com/v1/audio-analysis/1JQ6Xm1JrvHfvAqhl5pwaA;256427.0;4.0;;
Slippery When Wet;3.347766666666667;False;2019-07-19T02:22:13Z;Caught In The Act;1975-01-01;6twIAGnYuIT1pncMAsXnEm;0.717;0.785;9.0;-11.767;1.0;0.0915;0.0696;4.59e-05;0.153;0.949;101.357;audio_features;7a13xzsyUJGciP6Wr3Ku6R;spotify:track:7a13xzsyUJGciP6Wr3Ku6R;https://api.spotify.com/v1/tracks/7a13xzsyUJGciP6Wr3Ku6R;https://api.spotify.com/v1/audio-analysis/7a13xzsyUJGciP6Wr3Ku6R;200867.0;4.0;;
